source_row_number,service_listing_id,location_id,organization_id,organization_name,service_id,service_name,taxonomy_code,taxonomy_name,description,phone,website,email,wheelchair_accessible,language,hours,address,city,province,postal_code,latitude,longitude,healthlinkbc_url,source_label,source_url
396,95230652,17656237,17656229,Wescana Pharmacy,95176456,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6045917453,,,Y,English,Mon 08:00 - 18:00; Tue 08:00 - 18:00; Wed 08:00 - 18:00; Thu 08:00 - 18:00; Fri 08:00 - 18:00; Sat 08:00 - 18:00; Sun 08:00 - 16:00; Closed statutory holidays,103-6935 120th Street,Delta,BC,V4E 2A8,49.129966,-122.890444,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95176456&SiteResourceAgencyNum=17656237,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
397,95309711,17656253,17656251,West 10th Medical Pharmacy,95274781,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6042222028,https://www.guardian-ida-remedysrx.ca/en/british-columbia/vancouver/west-10th-medical-pharmacy-ltd-d-7005344,,N,English,Mon 09:00 - 17:30; Tue 09:00 - 17:30; Wed 09:00 - 17:30; Thu 09:00 - 17:30; Fri 09:00 - 17:30; Sat 09:00 - 14:30;,4307 West 10th Avenue,Vancouver,BC,V6R 2H6,49.263810,-123.203788,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95274781&SiteResourceAgencyNum=17656253,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
398,95309648,17656265,17656263,Sechelt Pharmacy,95309629,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6047408111,https://www.secheltpharmacy.com/,hello@secheltpharmacy.com,Y,English,Mon 09:30 - 17:30; Tue 09:30 - 17:30; Wed 09:30 - 17:30; Thu 09:30 - 17:30; Fri 09:30 - 17:30; Sat 10:00 - 15:00; Closed statutory holidays,5648 Dolphin Street,Sechelt,BC,V0N 3A0,49.474306,-123.755568,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95309629&SiteResourceAgencyNum=17656265,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
399,95309898,17657298,17657296,Healing Pharmacy,95309891,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6044200756,https://www.healingpharmacy.net/,healingpharmacy@outlook.com,Y,English,Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 10:00 - 18:00; Closed statutory holidays,103-4501 North Road,Burnaby,BC,V3N 4R7,49.243898,-122.894003,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95309891&SiteResourceAgencyNum=17657298,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
400,95207498,34802755,17657516,Indigo Pharmacy,95207408,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6044282887,https://indigopharmacy.ca/#services,midmain@indigopharmacy.ca,Y,English,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Closed statutory holidays,2205 Main Street,Vancouver,BC,V5T 0K2,49.265297,-123.101206,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95207408&SiteResourceAgencyNum=34802755,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
401,17657782,17657769,17657767,Nak'azdli Whut'en First Nation,17657781,Community Health Services,LT-3400,Immunizations,"Offers a variety of health services and programs to members of the Nak'azdli Whut'en First Nation. Services include immunization and vaccination, sexual education programs, TB testing, health promotion and prevention programs, wellness counselling, and diabetes services.",2509967400,https://www.nakazdliwhuten.ca/departments-services/health-centre,healthclerk@nakazdli.ca,Y,English,Mon 08:00 - 16:00; Tue 08:00 - 16:00; Wed 08:00 - 16:00; Thu 08:00 - 16:00; Fri 08:00 - 16:00;,100 Kwah Road,Fort St James,BC,V0J 1P0,54.439143,-124.251041,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657781&SiteResourceAgencyNum=17657769,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
402,17657806,17657805,17657803,Upper Nicola Band,17657804,Community Health Nurse,LT-3400,Immunizations,"Provides a wide range of health services to keep people in the community healthy, prevent injury and illness, and promote health and wellness in the community. Services areas include immunizations, nutrition, harm reduction, pregnancy and early motherhood care, chronic disease education and support, Elder care, and child health.",2503785058,https://uppernicola.com/departments/health/home-and-community-care/,,Y,English,Mon 08:00 - 16:30; Tue 08:00 - 16:30; Wed 08:00 - 16:30; Thu 08:00 - 16:30; Fri 08:00 - 16:30;,7055 Hillside Road,Quilchena,BC,V0E 2R0,50.194727,-120.467120,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657804&SiteResourceAgencyNum=17657805,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
403,95208544,70496193,17657980,FreshCo,95208446,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6048265398,https://www.360healthpharmacy.ca/pharmacy-services,,Y,English,Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 10:00 - 18:00; Sun 10:00 - 18:00; Statutory holiday hours: 10:00 - 18:00,32520 Lougheed Highway,Mission,BC,V2V 1A5,49.131990,-122.323799,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95208446&SiteResourceAgencyNum=70496193,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
404,95208562,70497159,17657980,FreshCo,95208446,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6044851233,https://www.360healthpharmacy.ca/pharmacy-services,,Y,English,Mon 08:00 - 19:00; Tue 08:00 - 19:00; Wed 08:00 - 19:00; Thu 08:00 - 19:00; Fri 08:00 - 19:00; Sat 10:00 - 18:00; Sun 10:00 - 18:00; Statutory holiday hours: 10:00 - 18:00,7040 Barnet Street,Powell River,BC,V8A 2A1,49.841303,-124.518486,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95208446&SiteResourceAgencyNum=70497159,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
405,17658087,17658086,17658084,Halfway River First Nation,17658085,Community Health Services,LT-3400,Immunizations,"Provides vaccinations, general health exams, and referrals. A community health nurse visits the school to conduct hearing and vision tests with the youth, and is available once per week. A doctor is available 1-2 times per month.",2507725059,,,Y,English,Mon 08:30 - 16:00; Tue 08:30 - 16:00; Wed 08:30 - 16:00; Thu 08:30 - 16:00; Fri 08:30 - 16:00;,16262 Road 4,Wonowon,BC,V0C 2N0,56.513350,-121.964820,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658085&SiteResourceAgencyNum=17658086,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
406,95309967,17658114,17658112,St. Anthony's Clinic Pharmacy,95275249,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,2504788338,https://www.heartpharmacy.com/locations/st-anthonys-clinic-pharmacy,,Y,English,Mon 08:00 - 17:30; Tue 08:00 - 17:30; Wed 08:00 - 17:30; Thu 08:00 - 17:30; Fri 08:00 - 17:30; Sat 09:00 - 16:00; Closed statutory holidays,582 Goldstream Avenue,Victoria,BC,V9B 2W7,48.446762,-123.487199,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95275249&SiteResourceAgencyNum=17658114,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
407,17658459,17658454,17658452,Nazko First Nation,17658458,Community Health Services,LT-3400,Immunizations,"Offers a variety of health services and programs to members of the Nazko First Nation community. Services include immunizations, nursing services, parental counselling and nutrition, home care, TB testing and education, flu clinics, and health education events and workshops.",2502490275,https://nazkoband.ca/health/,reception@nazkoband.ca,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30;,405 Barlow Avenue,Quesnel,BC,V2J 2C3,52.941811,-123.580914,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658458&SiteResourceAgencyNum=17658454,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
408,95328243,17658544,17658542,Brentwood Pharmacy,95274859,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6045643334,https://brentwoodpharmacy.ca/,info@brentwoodpharmacy.ca,Y,English,Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 10:00 - 14:00; Sun 10:00 - 14:00; Closed statutory holidays,4451 Lougheed Highway,Burnaby,BC,V5C 3Z2,49.266686,-123.005082,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95274859&SiteResourceAgencyNum=17658544,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
409,95207028,55785661,17658554,Wellness Pharmacy,95206922,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6046380353,https://www.wellpharmacy.com/,well5@wellphamacy.com,Y,English,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 09:00 - 16:00;,5150 Joyce Street,Vancouver,BC,V5R 4H1,49.237856,-123.032158,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95206922&SiteResourceAgencyNum=55785661,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
410,95275117,17658613,17658607,MJ's Natural Pharmacy,95274751,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6043231293,https://www.mjspharmacy.com,info@mjspharmacy.com,Y,English,Mon 08:30 - 18:30; Tue 08:30 - 18:30; Wed 08:30 - 18:30; Thu 08:30 - 18:30; Fri 08:30 - 18:30; Sat 09:30 - 18:30; Closed statutory holidays,6255 Victoria Drive,Vancouver,BC,V5P 3X5,49.227156,-123.065894,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95274751&SiteResourceAgencyNum=17658613,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
411,96605940,17658711,17658709,YNP Fraser Pharmacy,96605494,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6046694364,,,Y,English,Mon 09:30 - 17:30; Tue 09:30 - 17:30; Wed 09:30 - 17:30; Thu 09:30 - 17:30; Fri 09:30 - 17:30; Sat 10:00 - 16:00; Statutory holiday hours may be available; call ahead to confirm.,3373 Fraser Street,Vancouver,BC,V5V 4C2,49.254939,-123.089960,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=96605494&SiteResourceAgencyNum=17658711,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
412,95309749,17658735,17658733,Suncoast Pharmacy,95274796,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6048852899,https://www.suncoastpharmacy.ca/,,Y,English,Mon 09:00 - 17:30; Tue 09:00 - 17:30; Wed 09:00 - 17:30; Thu 09:00 - 17:30; Fri 09:00 - 17:30; Sat 09:00 - 16:00;,5531 Inlet Avenue,Sechelt,BC,V0N 3A0,49.472628,-123.756345,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95274796&SiteResourceAgencyNum=17658735,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
413,95291848,17658919,17658849,Rexall,95176500,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,2509496552,https://www.rexall.ca/pharmacy,,Y,English,Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 09:00 - 18:00; Sun 10:00 - 17:00;,8925 Granville Street,Port Hardy,BC,V0N 2P0,50.720470,-127.497822,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95176500&SiteResourceAgencyNum=17658919,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
414,95291850,17658859,17658849,Rexall,95176500,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6045767823,https://www.rexall.ca/pharmacy,,N,English,Mon 08:00 - 21:00; Tue 08:00 - 21:00; Wed 08:00 - 21:00; Thu 08:00 - 21:00; Fri 08:00 - 21:00; Sat 09:00 - 21:00; Sun 09:00 - 18:00;,150-17475 56th Avenue,Surrey,BC,V3S 2X6,49.104110,-122.738371,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95176500&SiteResourceAgencyNum=17658859,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
415,95309827,17659031,17659029,Sidney Pharmacy,95275198,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,2506560744,https://sidneypharmacy.ca/,sidney@heartpharmacy.com,Y,English,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Closed statutory holidays,2425 Bevan Avenue,Sidney,BC,V8L 4R5,48.647645,-123.399438,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95275198&SiteResourceAgencyNum=17659031,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
416,95207494,17659047,17659041,Pure Integrative Pharmacy,95207342,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6042813784,https://purepharmacy.com/pages/locations,pure27@purepharmacy.com,Y,English,Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 09:00 - 19:00; Sun 10:00 - 17:00; Closed statutory holidays,102-1318 Marine Drive,West Vancouver,BC,V7T 1B5,49.327338,-123.152110,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95207342&SiteResourceAgencyNum=17659047,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
417,95249879,17659059,17659041,Pure Integrative Pharmacy,95207342,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6047703501,https://purepharmacy.com/pages/locations,,Y,English,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 09:00 - 17:30;,103-3053 Edgemont Boulevard,North Vancouver,BC,V7R 2N5,49.287763,-123.124189,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95207342&SiteResourceAgencyNum=17659059,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
418,17659285,17659282,17659280,Gitanyow Health and Wellness Society,17659284,Pre and Post Natal Care,LT-3400,Immunizations,"A community health nurse provides immunizations and post-partum home visits. Provides one-on-one counselling, nutrition information and general care information for baby and mother.",2508495572,,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30;,5506 New Subdivision Road,Gitanyow,BC,V0J 2A0,55.269090,-128.073822,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659284&SiteResourceAgencyNum=17659282,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
419,17659287,17659282,17659280,Gitanyow Health and Wellness Society,17659286,Nursing Services,LT-3400,Immunizations,"Offers infant immunizations and check-ups, home visits, nursing services, flu immunization, and health related workshops on topics such as tuberculosis, nutrition, and diabetes.",2508495572,,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30;,5506 New Subdivision Road,Gitanyow,BC,V0J 2A0,55.269090,-128.073822,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659286&SiteResourceAgencyNum=17659282,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
420,95208378,17659511,17659483,Walmart Canada,95208210,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,2502872372,https://www.walmart.ca/en/cp/pharmacy-services-near-me/6000203002153,,Y,English,Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 09:00 - 18:00; Sun 10:00 - 18:00;,1477 Island Highway,Campbell River,BC,V9W 8E5,50.032952,-125.260091,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95208210&SiteResourceAgencyNum=17659511,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
421,95208381,17659491,17659483,Walmart Canada,95208210,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,2509063206,https://www.walmart.ca/en/cp/pharmacy-services-near-me/6000203002153,,Y,English,Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 10:00 - 18:00; Sun 10:00 - 18:00;,6565 Southridge Avenue,Prince George,BC,V2N 6Z4,53.864575,-122.783847,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95208210&SiteResourceAgencyNum=17659491,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
422,17659708,17659695,17659693,Snuneymuxw First Nation,17659707,Children and Youth Services,LT-3400,Immunizations,"Offers a variety of programs and services to support the health and well-being of Snuneymuxw children and youth in the community. Services include immunizations, nutrition programs, health information, prenatal and postnatal education, school health, parent support, and group programs.",2507402300,https://www.snuneymuxw.ca/services/health-services/,info@snuneymuxw.ca,Y,English,Mon 08:00 - 16:00; Tue 08:00 - 16:00; Wed 08:00 - 16:00; Thu 08:00 - 16:00; Fri 08:00 - 16:00; Closed for lunch 12:00 - 13:00,668 Centre Street,Nanaimo,BC,V9R 4Z4,49.151549,-123.929600,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659707&SiteResourceAgencyNum=17659695,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
